id,renabap_id,barrio,municipio,provincia,tipo_unidad_ejecutora,tipo_proyecto,nombre_proyecto,tipo_de_financiamiento,estado,monto_total,fecha_acta_de_inicio,porcentaje_afi
493,34,Juan Domingo Perón,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,4. Firmado,54299160.82999999,,
517,504,Centenario,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,4. Firmado,66991677.78999999,,
537,1291,Juan Manuel de Rosas II,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,4. Firmado,63986495.03,,
775,4167,TIro Sur,Colón,Entre Ríos,Municipio,POT,Proyecto de integración y activación barrial,FISU,4. Firmado,426206533.1,,
965,594,Villa Laza,Tandil,Buenos Aires,Organización,POT,Obras de red peatonal ,FISU,4. Firmado,57583335.36,,
1031,2915,Villa Vertiz/Anexo Cariño,General Pueyrredón,Buenos Aires,Organización,POT,"Obras de conexiones domiciliarias de cloaca a red e instalaciones intra-lote de cloaca , agua y electricidad",FISU,4. Firmado,40716798.73,,
1133,4048,Los Eucaliptus,Monteros,Tucumán,Municipio,POT,Proyecto Integral en Barrio Los Eucaliptus,FISU,4. Firmado,169563330.45,,
1140,1074,Nueva Esperanza,Zárate,Buenos Aires,Coop. de servicios,POT,Red eléctrica y conexiones domiciliarias,FISU,4. Firmado,65116780.84,,
1181,1173,Costa del Lago,General San Martín,Buenos Aires,Organización,POT,Obras de intraconexión de agua y cloaca (veredas a confirmar),FISU,4. Firmado,75471474.95,,
1234,3106,Virgen del Valle,Metán,Salta,Municipio,POT,"Cordon cuneta, red electrica y vereda",FISU,4. Firmado,62611823.7,,
1240,3268,Loteo Barcena Sur,San Salvador De Jujuy,Jujuy,Organización,POT,Obras de intraconexión eléctrica y agua,FISU,4. Firmado,113013614.02,,
1259,638,Gaudi,Coronel de Marina Leonardo Rosales,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias e intra lote de cloaca y electricidad,FISU,4. Firmado,58796813.78,,
1278,42,Las Palmeras,La Plata,Buenos Aires,Organización,POT,"Obra intraconexion electrica, red peatonal y arbolado",FISU,4. Firmado,105127830.93,,
1309,56,Gallardo y 9 de Julio,Tigre,Buenos Aires,Organización,POT,Obras de intra eléctrica y veredas,FISU,4. Firmado,80845717.65,,
1330,3069,Doce de Octubre,Formosa,Formosa,Organización,POT,"Obra de conexion de Intradomiciliaria de agua, red peatonal y arbolado",FISU,4. Firmado,92151976.75,,
1350,1025/1028,Once de Septiembre/Puerta 8,Tres de Febrero,Buenos Aires,Municipio,POT,"Espacio publico, Plaza, red vial, pluvial y cloaca",FISU,4. Firmado,65168420.112922,,
1449,4625,Felipe Varela,Córdoba Capital,Córdoba,Organización,POT,"SUM, playón deportivo",FISU,4. Firmado,72699655.13,,
1453,3010,Santo Tomás de Aquino,Santo Tomé,Santa Fe,Organización,POT,"Obras de conexion intra domiciliarias de electricidad, red peatonal y arbolado",FISU,4. Firmado,72780220.1,,
1473,252,Cementerio,Zárate,Buenos Aires,Coop. de servicios,POT,Red eléctrica y conexiones domiciliarias,FISU,4. Firmado,381546299.9,,
1565,3537,Ahoni Ken + Barrio Dos de Agosto,Trelew,Chubut,Coop. de servicios,POT,"Red electrica MT, BT y alumbrado público",FISU,4. Firmado,27708155.77,,
1628,1026/1028,Rayito de Sol/Puerta 8,Tres de Febrero,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano",FISU,4. Firmado,84644163.78,,
1649,115 /  418,San Martín de Porres / Villa Giamatolo,Azul,Buenos Aires,Coop. de servicios,POT,Extensión de red de agua con conexiones domiciliarias y pozo de explotación-,FISU,4. Firmado,103911482.39,,
1693,316,San Sebastián,Zárate,Buenos Aires,Coop. de servicios,POT,Red Eléctrica y  alumbrado público,FISU,4. Firmado,169509421.44,,
1760,3558,Extensión Stella Maris 2,Comodoro Rivadavia,Chubut,Coop. de servicios,POT,Obras de integración socio urbana,FISU,4. Firmado,70556145.13,,
1774,13.2.2,Candelaria - Bonpland ID 257,Candelaria,Misiones,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,4. Firmado,503338317.3,,
1947,"483, 584, 337, 550","Kanmar, Pueblo Unido, Almafuerte, El Ombú II",Almirante Brown,Buenos Aires,Organización,POT,GIRSU,FISU,4. Firmado,206611794.45,,
1948,888,Dos de Abril,Hurlingham,Buenos Aires,Organización,POT,Playón deportivo cubierto y espacio recreativo,FISU,4. Firmado,125235857.63,,
368,3229,Barrio Imperio,San Salvador De Jujuy,Jujuy,Provincia,POT,Obras de Integración Socio Urbana,FISU,3. Aprobado,174785109.96,,
392,3674,Villa Itapé,Concepción Del Uruguay,Entre Ríos,Municipio,PEG,Proyecto de integración socio urbana,FISU,3. Aprobado,745867407.6,,
402,3661/3663,Cristo Obrero/Camino al cementerio,Federación,Entre Ríos,Municipio,PEG,“Construcción de 159 viviendas en Quinta N° 137 - FEDERACIÓN,FISU,3. Aprobado,2478561755.0,,
455,3407,Carbo Metal,Malargüe,Mendoza,Provincia,POT,"Obras de infraestructura y Mejoramiento de Barrio Carbometal - Localidad Malargue, Municipio de Malargüe.",FISU,3. Aprobado,445527643.6,,
619,4546,Nueva Esperanza,Merlo,Buenos Aires,Organización,POT,Obras de  equipamiento comunitario y red peatonal,FISU,3. Aprobado,52539628.31,,
647,297,Seis de Agosto,Lomas de Zamora,Buenos Aires,Organización,POT,Obras de conexiones domiciliarias de agua a red e instalaciones intra-lote de agua,FISU,3. Aprobado,48596296.099999994,,
677,4352,El Colmenar,General Pueyrredón,Buenos Aires,Organización,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red peatonal,FISU,3. Aprobado,52121386.65,,
795,1190,Martín Fierro,Marcos Paz,Buenos Aires,Municipio,POT,Obras de Integracion Socio Urbana,FISU,3. Aprobado,684514696.26,,
831,2083,La Cerámica,Salta Capital,Salta,Municipio,POT,Infraestructura urbana para el barrio La Ceramica,FISU,3. Aprobado,559271721.9,,
870,1788/1750,Barrio Jardín/El Fachinal,Pérez,Santa Fe,Municipio,POT,Carpeta Asfáltica y Cordón Cuneta,FISU,3. Aprobado,995739144.61,,
888,3264,Isla de Villa San Martín,San Salvador De Jujuy,Jujuy,Organización,POT,Obras de intras de agua,FISU,3. Aprobado,21342454.22,,
892,2493,Ruca Antu,Neuquén,Neuquén,Organización,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,3. Aprobado,131997009.4,,
915,4128,Barrio Calpini,Tafí Viejo,Tucumán,Municipio,POT,"Obra de Alumbrado Público, Conexiones eléctricas intra domiciliarias, Red de Agua Potable",FISU,3. Aprobado,367436478.9,,
923,3644,Asentamiento Norte Santiago Diaz y Federación,Gualeguaychú,Entre Ríos,Municipio,POT,Obras de integración socio urbanas,FISU,3. Aprobado,335681142.62,,
983,1335,El Trébol,La Matanza,Buenos Aires,Organización,POT,Obras de equipamiento comunitario y playon,FISU,3. Aprobado,66994968.58,,
998,1078,Hipódromo,Lobos,Buenos Aires,Organización,POT,"Obras de conexiones e instalaciones intra lote de agua, eléctricas y red
peatonal",FISU,3. Aprobado,54125321.17,,
1058,4096,Los Sánchez,Las Talitas,Tucumán,Municipio,POT,Infraestructura - Loteo Sanchez Las Talitas - Tucuman,FISU,3. Aprobado,164718176.1,,
1081,1480,Azul,Quilmes,Buenos Aires,Municipio,POT,Obras de Infraestructura Urbana,FISU,3. Aprobado,159880785.11,,
1150,144/1191,El Destino/ Villa Nueva,Campana,Buenos Aires,Municipio,POT,"Pavimentacion , perfilado de zanjas y ejecucion de colocaion de caños para los cruces de calle",FISU,3. Aprobado,115592482.0,,
1180,1047,ACUBA,Lanús,Buenos Aires,Municipio,PEG,Obras de integracion socio urbana,FISU,3. Aprobado,983036832.51,,
1190,15,La Fortaleza,La Plata,Buenos Aires,Organización,POT,"Obras de intraconexión de agua, cloaca, electricidad y Red Peatonal",FISU,3. Aprobado,82894750.61,,
1226,2497,Islas Malvinas,Allen,Río Negro,Organización,POT,Obras de Equipamiento comunitario,FISU,3. Aprobado,74961781.03,,
1236,4464,Tierras Vivas,Luján de Cuyo,Mendoza,Organización,POT,"Obras de Intra electricas, vereda y arbolado",FISU,3. Aprobado,90051835.62,,
1272,3235,Aeroclub,San Salvador De Jujuy,Jujuy,Organización,POT,Obras de intras de electricas,FISU,3. Aprobado,65453262.92,,
1324,4329/4446,Alta Barda Ladrilleros/Los Hornos,General Roca,Río Negro,Organización,POT,Obras de intra eléctrica,FISU,3. Aprobado,109036106.68,,
1340,509,Finexcor,Quilmes,Buenos Aires,Organización,POT,Red peatonal y arbolado,FISU,3. Aprobado,96915205.21,,
1343,3218,Cuatro de Agosto 2,San Salvador De Jujuy,Jujuy,Organización,POT,Obras intradomiciliarias,FISU,3. Aprobado,168957494.36,,
1371,4145,Dos de Septiembre,San Miguel De Tucumán,Tucumán,Provincia,POT,Extensión de red de gas y conexiones domiciliarias” ,FISU,3. Aprobado,189382133.7,,
1373,4383/3599,Los Chakales - Esperanza,Goya,Corrientes,Municipio,POT,OBRA DE RED DE AGUA POTABLE Y CONEXIÓN  DOMICILIARIA,FISU,3. Aprobado,145480307.27,,
1377,4282,Movediza II,Tandil,Buenos Aires,Municipio,POT,Extensión de red de Agua Potable,FISU,3. Aprobado,28556986.3,,
1392,1596,San Alberto,Córdoba Capital,Córdoba,Organización,POT,Obras de intra conexion de electricidad,FISU,3. Aprobado,78468909.44,,
1397,4817,Sector La Laguna,Neuquén,Neuquén,Coop. de servicios,POT,Obras de red eléctrica y c.d.,FISU,3. Aprobado,6738089.67,,
1437,4532,Villa Clarita,Las Heras,Mendoza,Organización,POT,Obras de instalación intra lote de electricidad,FISU,3. Aprobado,30459978.63,,
1440,3704,Barrio Norte,Ingeniero Juárez,Formosa,Organización,POT,"Obras de instalación intra lote de agua, red peatonal y arbolado ",FISU,3. Aprobado,106477854.6,,
1474,13.1.18,Posadas ID 631,Posadas,Misiones,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,170030015.99999997,,
1527,925/1496/1529,Pages / Puente Roca I / Puente Roca II,Moreno,Buenos Aires,Municipio,POT,"Red peatonal, alumbrado público y espacio recreativo

equipamientos comunitarios y plaza",FISU,3. Aprobado,479041388.71,,
1530,3074,Eva Perón,Formosa,Formosa,Municipio,POT,Playón Deportivo,FISU,3. Aprobado,107853561.34,,
1546,3451,Francisco ,Luján de Cuyo,Mendoza,Provincia,POT,"Infraestructura, urbanización y espacios urbanos",FISU,3. Aprobado,252596501.78,,
1548,1.76.4,Luján,Luján,Buenos Aires,SISU,LOTES (Adq.),Adquisición de tierra privada,FISU,3. Aprobado,205959856.0,,
1550,992,Isla Maciel,Avellaneda,Buenos Aires,Municipio,POT,"INFRAESTRUCTURA VIVIENDAS ALIANZA-MACIEL
RESTO",FISU,3. Aprobado,198575462.98,,
1586,3785,Centenario,Charata,Chaco,Organización,POT,"Obras Intra eléctricas, veredas y arbolado.",FISU,3. Aprobado,108935631.15,,
1605,12.2.3,San Martín - Palmira ID 462,General San Martín,Mendoza,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,129437181.89999999,,
1608,1353,Puerta de Hierro,La Matanza,Buenos Aires,Organización,POT,Obras de equipamiento comunitario y pileta,FISU,3. Aprobado,409402090.0,,
1626,273,Santa Catalina,Lomas de Zamora,Buenos Aires,Organización,POT,"Obras de Equipamiento comunitario, recreativo y productivo",FISU,3. Aprobado,401904350.6,,
1637,4473,Veinticinco de Mayo,La Matanza,Buenos Aires,Municipio,POT,"Pavimento, Alumbrado, Vereda y Plaza",FISU,3. Aprobado,200477043.98,,
1650,3908,San Francisco,Wanda,Misiones,Municipio,POT,Mejoramiento habitacional - Núcleos húmedos,FISU,3. Aprobado,900731531.86,,
1661,1172,Emporio del Tanque,Quilmes,Buenos Aires,Municipio,POT,Obras de Intervención del espacio público y conexiones intra lote de electricidad,FISU,3. Aprobado,199022644.65,,
1692,4504,Itatí II,Formosa,Formosa,Municipio,POT,Equipamiento recreativo: Polideportivo techado,FISU,3. Aprobado,171816060.82,,
1706,571 / 1511,La 513 / Hernández,Pergamino,Buenos Aires,Coop. de servicios,POT,Red eléctrica y alumbrado público,FISU,3. Aprobado,149091995.1,,
1719,12.3.4,San Martín de Palmira ID 393,General San Martin ,Mendoza,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,243231433.2,,
1725,16.5.2,Rosario de Lerma- Villa Lola ID 541,Rosario de Lerma,Salta,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,84987759.6,,
1749,12.2.5,Gral. San Martín - Etapa 2 Red de gas,Las Heras,Mendoza,Organización,LOTES,"Obras de completamiento de red de gas en lotes con servicio en B° INTEGRAL COOP. URBANIZACIÓN Y VIVIENDA Bo GRAL SAN MARTIN, El Challao",FISU,3. Aprobado,20559000.2,,
1757,2782,Alma Fuerte de Villa Urquiza,San Miguel De Tucumán,Tucumán,Organización,POT,Construccion de NUCLEOS HUMEDOS,FISU,3. Aprobado,167629908.6,,
1763,4101,Avenida Las Américas,Concepción,Tucumán,Municipio,POT,Obras de Integración Socio urbanas,FISU,3. Aprobado,243321511.81,,
1788,1.56.4,General Rodriguez (Taboada),General Rodríguez,Buenos Aires,SISU,LOTES (Adq.),Adquisición de tierra privada,FISU,3. Aprobado,139626261.75,,
1809,751/263,San Ignacio/La Morita,Esteban Echeverría,Buenos Aires,Municipio,PEG,"Demolicion y cicatrizacion de viviendas, equipamiento comunitario e infraestructura de agua y cloaca con intraslotes",FISU,3. Aprobado,1858184907.0,,
1857,1524,Primero de Mayo,Merlo,Buenos Aires,Municipio,POT,Obras de integración socio urbana,FISU,3. Aprobado,11216461.97,,
1858,3615,508,Paso De Los Libres,Corrientes,Municipio,POT,"Obras de integración socio urbana

Cuneta-Vereda",FISU,3. Aprobado,60464622.94,,
1861,1501,Jorge Newbery,Pergamino,Buenos Aires,Coop. de servicios,POT,Proyecto de Provición de Red Eléctrica,FISU,3. Aprobado,243290557.61,,
1868,5.1.11,Capital II,Córdoba Capital,Córdoba,SISU,LOTES (Adq.),Adquisición de tierra privada,FISU,3. Aprobado,286723650.0,,
1872,1.40.2,Zarate privado,Zarate,Buenos Aires,SISU,LOTES,Proyecto de Lotes con Servicios ,FISU,3. Aprobado,282000000.0,,
1922,1.1.24,Arana ID 580,La Plata,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,404051724.9,,
1924,9.4.1,La Almona ID 471,Dr. Manuel Belgrano,Jujuy,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,371084449.5,,
1925,1.55.15,Gral Pueyrredón ID 590,General Pueyrredón,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,116078184.0,,
1929,3.8.1,Gral Guemes- Casteli ID 595,Gral Guemes,Chaco,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,124224516.0,,
1954,2779,Ciudadela Norte,San Miguel De Tucumán,Tucumán,Organización,POT,Construccion de NUCLEOS HUMEDOS,FISU,3. Aprobado,164916127.2,,
1965,7.1.7,Paraná ID 556,Paraná,Entre Ríos,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,374311270.8,,
1966,1.38.5,Escobar ID 577,Escobar,Buenos Aires,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,319455308.0,,
1967,20.1.14,Santo Tomé ID 600,La Capital,Santa Fe,Organización,LOTES,Adquisición de tierra privada y desarrollo de infraestructura para lotes con servicios,FISU,3. Aprobado,422713590.3,,
